,title,brand,model,price,rating,review_num,operating_system,battery_life,screen_size,dimensions,Hard_Drive_Capacity,Processor Type,Processor Speed,RAM Memory
229,"Refurbished HP Chromebook 14, 14"" Full HD Display, AMD A4-9120C, AMD Radeon R4 Graphics, 4 GB SDRM, 32GB eMMC, Audio by B&O, Ink Blue, 14-db0043wm",HP,14-db0043wm,151.57,0,0,Chrome OS,8.25 h,"14""",13.27 x 8.90 x 0.70 Inches,32 GB,"1.6 GHz base frequency, up to 2.4 GHz burst frequency",1.6 GHz,4 GB
230,"Refurbished HP Black 15.6"" ProBook 6560B Laptop PC with Intel Core i5-2520M Processor, 8GB Memory, 750GB Hard Drive and Windows 10 Pro",HP,6560B,299.99,4.1,7,Windows 10,,15.6 in,14.70 x 1.30 x 9.90 Inches,750 Gigabytes,Intel Core i5,2.50 GHz,8 GB
231,"Refurbished Dell Latitude E6430 14.1"" Laptop, Windows 10 Pro, Intel Core i5-3320M Processor, 8GB RAM, 500GB Hard Drive",Dell,Latitude E6430,177.91,2.4,12,Windows 10,5 hours,"14.1""",19.00 x 14.00 x 3.00 Inches,500 GB,Intel Core i5 - 3rd Generation,2.6 GHz,8 GB
232,"Refurbished Dell E6440 14"" Laptop, Windows 10 Pro, Intel Core i7-4600M Processor, 16GB RAM, 750GB Hard Drive",Dell,E6440,269.98,4,4,Windows 10,1 hour,"14""",13.30 x 1.25 x 9.20 Inches,750 GB,Intel Core i7 - 4th Generation,2.90 GHz,16 GB
233,"Lenovo Legion Y545 15.6"" FHD Gaming Notebook i7-9750H 256GB SSD GTX1650 W10H",Lenovo,81T20002US,849.00,0,0,Windows 10,5 h,"\"", 15.6\""",10.50 x 14.20 x 1.10 Inches,256 GB,Intel i7-9750H,2.60 GHz,8 GB
234,"Direkt-Tek 11.6"" Convertible Touchscreen Laptop, Windows 10, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)",Direkt-Tek,DTLAPY116-2-BK,319.88,0,0,"Windows, Windows 10",,"11.6""",14.06 x 9.29 x 2.64 Inches,32 GB,,,4 GB
235,HP Refurbished 14-cb164wm Stream 14 HD Celeron N4000 1.1GHz 4GB RAM 32GB eMMc Win 10 Home S Brilliant Black,HP,VIPRB-14-cb164wm,159.00,4,4,Windows 10,,"14""",13.27 x 8.90 x 0.70 Inches,,,,4 GB
236,Dell Latitude E6410 14.1'' PC Laptop Intel i5 Dual Core 2.4GHz 8GB RAM 750GB HDD Windows 10 Professional,Dell,E6410,355.00,3,1,"Windows 10 Professional, Windows 10",,14.1 in,9.40 x 13.20 x 1.20 Inches,750 GB,Intel Core i5,2.4 GHz,8 GB
237,"Refurbished HP 810 G1 11.6"" Laptop, Touchscreen, Windows 10 Pro, Intel Core i5-3437U Processor, 8GB RAM Memory, 128GB Solid State Drive",HP,810 G1,257.25,4.8,5,Windows 10,1 hour,"11.6""",11.20 x 0.80 x 8.30 Inches,128 GB,Intel Core i5,1.90 GHz,8 GB
238,Dell Latitude E5500 Laptop with Windows 10 Core 2 Duo 2.0GHZ 80GB HD 4GB RAM 15.4 Widescreen Display Refurbished,Dell,RB-D830/1.8,139.00,2.8,6,"Windows, Windows 10",,"15.4""",,80.00 GB,Intel Core 2 Duo,2.00 GHz,4.00 GB
239,"Certified Refurbished Dell 15.6"" Latitude E5520 WA5-0903 Laptop PC with Intel Core i5-2410M Processor, 8GB Memory, 500GB Hard Drive and Windows 10 Pro",Latitude,E5520,228.88,3.6,14,Windows 10,,"15.6""",9.90 x 15.30 x 9.90 Inches,500 GB,Intel Core i5,2.30 GHz,8 GB
240,"Refurbished - Apple MacBook Air 11.6"" LED Laptop 1.6GHz Intel i5 4GB 128GB SSD MJVM2LLA",Apple,MJVM2LLA,417.00,3.8,5,Apple Mac OS X 10.10,5 h,"11.6""",11.80 x 7.60 x 0.10 Inches,128 KB,Intel Core i5,1.6 Hz,4 KB
241,Dell Latitude E6400 Laptop Windows 10 Intel Core 2 Duo 2.26Ghz CPU 120 HD 4GB RAM Refurbished,Dell,,144.98,3.4,11,Windows,,14.1 in,,120.00 GB,Intel Core 2 Duo,2.26 GHz,4.00 GB
242,"HP Pavilion 15-cr0037wm X360, 15.6"" FHD Touschscreen, Intel i3-8130U, 4GB RAM, 16GB SSD, 1TB HDD, WIN 10",HP,15-CR0037WM,549.98,3.9,75,Windows 10,10 h,15.6 in,14.10 x 9.60 x 0.75 Inches,1 TB,Intel Core i3 - 8th Generation,2.2 GHz,4 GB
243,"HP Stream 14-cb011wm, 14"" HD Display, Intel N3060, 4GB RAM, 32GB SSD, Windows 10 Home S Mode, Blue",HP,VIPRB-14-CB011WM,192.98,1.9,66,Windows 10 Home in S mode,,"14.00""",13.30 x 8.90 x 0.70 Inches,32 GB,Intel Celeron Processor N3060,1.6 GHz,4 GB
244,"HP Pavilion 15.6"", Intel Core i5, 8GB RAM, 512GB SSB+32GB Optane, Lunar Gold",HP,15-cs3055wm,579.00,4.6,12,Windows 10,10.00 h,15.60 in,,512 GB,"1.0 GHz base frequency, up to 3.6 GHz with Intel® Turbo Boost Technology",1 GHz,8 GB
245,HP EliteBook 8470p Intel i5-3210M 2.50Ghz 8GB RAM 320GB HDD Win 10 Home DVD-RAM,HP,EliteBook 8470p,199.99,2.6,8,Windows,,,,320 GB,,2 GHz,8 GB
246,Dell Latitude E6410 Laptop Intel Core i5 2.4GHz 4GB RAM 120GB SSD Windows 7 Pro,Dell,E6410,146.00,2.8,9,Windows 7,2 h,,,120 GB,Intel Core i5 1st Gen.,2 GHz,4 GB
247,"Dell Chromebook 3120 - 11.6"" with Sim Card Slot - Celeron N2840 (2.16 GHz)- 4 GB RAM - 16 GB SSD - Certified Refurbished",Dell,XDGJH,87.38,0,0,,,,,,,,
248,"Dell Inspiron 14 5481 2-in-1 Touchscreen Laptop, 14'', Intel Core i3-8145U, 8GB RAM, 256 GB SSD, Intel UHD Graphics 620, Windows 10 Home, i5481-3083GRY-PUS",Dell,i5481-3083GRY-PUS,588.00,4.7,22,Windows 10 Home 64-bit English,,14.00 in,15.00 x 14.00 x 3.00 Inches,256 GB,Intel® Core? i3-8145U,3.9 GHz,8 GB
249,"HP 15-db0049nr Berry Mauve Notebook, 15.6"" HD, AMD A9-9425, UMA Graphics, 1TB HDD, 4GB Memory, 5YH28UA#ABA",HP,15-DB0049NR,349.99,3,6,Windows 10,9.00 h,15.60 in,9.70 x 14.80 x 0.90 Inches,1 TB,AMD A9,3.1 GHz,4 GB
250,MSI GS75 Stealth-248 17.3 Ultra Thin and Light 144hz 3ms Gaming Laptop Intel Core i7-9750H; Nvidia GeForce RTX2070; 32GB DDR4; 512GB NVMe SSD; TB3; Win10PRO; VR Ready,MSI,GS75248,2499.99,0,0,Win 10 Pro,8 Hour,17.30 in,10.20 x 15.60 x 0.80 Inches,512 GB,Intel Core i7-9750H,2.4 GHz,32 GB
251,"HP OMEN 15-dc1040nr Notebook, Core i7-8750H, NVIDIA GeForce RTX 2070 Graphics, 1TB HDD + 128GB SSD, 16GB Memory, 6EU00UA#ABA",HP,15-dc1040nr,1449.99,5,1,Windows 10,2.50 h,15.60 in,,1 TB,Core i7-8750H,2.2 GHz,16 GB
252,"HP Omen Laptop 17.3IN, Intel Core i7-9750H, 16GB DDR4, 1TB 7200RPM, 256GB SSD, NVIDIA GeForce RTX 2060 6GB, 17-cb0030nr",HP,6QX51UA#ABA,1384.48,3,1,Windows 10,5 hours,17.30 in,11.60 x 15.90 x 1.10 Inches,1280.00 GB,Intel Core i7-9750H,2.60 GHz,16.00 GB
253,"Dell G3 15.6"" Gaming Laptop Intel Core i5 8GB RAM 1TB HHD -  + Office 365 Bundle",Dell,G3579-5467BLK-PUS+QQ2-00728,638.11,0,0,Windows 10,,,,,Intel i5-8300H,,
254,"Alienware 15 R4 Gaming Laptop, 15.6"", Intel® Core? i7-8750H, NVIDIA® GeForce® GTX 1060 OC 6GB, 1TB HDD + 256GB PCIe M.2 SSD Storage, 16GB RAM, AW15R4-7712SLV-PUS",Alienware,AW15R4-7712SLV-PUS,1956.25,4.3,2001,Windows 10,,"15.6""",19.00 x 5.00 x 17.00 Inches,1 TB,Intel Core i7 - 8th Generation,4.1 GHz,16 GB
255,"MSI Prestige P75 Creator-469 17.3"" Notebook - Core i9-9880H - 32GB RAM - 1TB SSD - NVIDIA GeForce RTX 2070 (Max-Q) - Windows 10 Pro - Space Gray with Silver Diamond Cut",MSI,P75469,2499.00,0,0,Windows 10,8.00 h,"17.30""",10.20 x 15.60 x 0.80 Inches,1.00 TB,Intel Core i9,2.30 GHz,32.00 GB
256,"MSI GF63 15.6"" Gaming Laptop Intel Core i5 8GB RAM 256GB SSD Black - 8th Gen i5-8300H Quad-core - NVIDIA GeForce GTX 1650 Max-Q 4GB - Thin Bezel Gaming display - In-plane Switching Technology - W",MSI,GF63030,909.99,5,1,Windows 10,,"15.6""",10.00 x 14.10 x 0.90 Inches,256 GB,Intel i5-8300H,2.30 GHz,8 GB
257,"HP Omen 17-an012dx 17.3"" FHD Gaming Laptop i7-7700HQ 12GB 1TB RX 580 W10 Refurb",HP,"Radeon RX 580, 17-an012dx",989.99,0,0,"Windows, Windows 10",4.25 Hour,"17.3""",,1000 GB,Intel Core i7,2.80 GHz,12 GB
258,"GIGABYTE AERO 15 Gaming Notebook 15.6"" 144Hz FHD, Intel Core i7-8750H, NVIDIA GeForce RTX 2070 GPU, 16GB RAM, 1TB SSD Storage, Windows 10 Pro, AERO 15-X9-RT5P",GIGABYTE,AERO 15-X9-RT5P,2399.00,4.5,2,,,,9.80 x 14.00 x 1.00 Inches,,,,
259,"MSI GE75 Raider-653 17.3"" Gaming Notebook - Intel Core i9-9880H - 32GB RAM - 1TB SSD - NVIDIA GeForce RTX 2070 - Windows 10 Home - Aluminum Black",MSI,GE75653,2900.81,0,0,Windows 10,,17.30 in,10.60 x 15.60 x 1.10 Inches,1.00 TB,Intel Core i9-9880H,2.30 GHz,32.00 GB
260,"DELL NRCK2 3100 11.6"" Touchscreen Chromebook N4000 4GB 32GB eMMC Chrome OS",Dell,,294.00,0,0,Chrome OS,13 hours,"11""",17.00 x 11.00 x 3.00 Inches,32 GB,Intel Celeron,2.60 GHz,4 GB
261,"HP 15-DA1005DX 15.6"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 256GB Solid State Drive - Ash Silver Keyboard Frame, Natural Silver DVD-RW Burner Notebook PC Computer",HP,15-da1005dx,689.99,5,1,Windows,10.25 hours,15.6 in,,256 GB,Intel Core i7,,12 GB
262,"Dell Inspiron 15 3567 Laptop, 15.6"", Intel® Core™ i5-7200U, Intel® HD graphics, 256GB SSD, 8GB RAM, i3567-5949BLK-PUS",Dell,i3567-5949BLK-PUS,469.96,3,2,Windows 10 Home 64-bit English,,15.60 in,,256 GB,Intel® Core™ i5-7200U,3.1 GHz,8 GB
263,"Premium Dell Inspiron 3000 15.6"" Touchscreen Laptop, Intel Core i5-7200U 2.5GHz, 8GB RAM, 256 GB SSD, WiFi Bluetooth HD Webcam 3-in-1 SD Reader HDMI, Windows 10, Black",Dell,,449.99,0,0,Windows 10,,15.6 in,,256 GB,Intel Core i5,2 GHz,8 GB
264,"HP Stream Laptop 14-ds0110nr, AMD Dual-Core A4-9120e, 4GB DDR4, 64GB eMMC, AMD Radeon R3 Graphics, Windows 10 Home in S mode, Diamond White and Dove Silver",HP,14-DS0110NR,274.99,0,0,Windows 10 Home in S mode,8.25 hours,14.00 in,8.90 x 13.30 x 0.70 Inches,64.00 GB,AMD Dual-Core A4-9120e,1.50 GHz,4.00 GB
265,"HP 15.6"" Touchscreen Laptop: Core i3-7100U, 1TB HDD, 8GB DDR4 RAM, Wifi AC, DVD RW, Windows 10",HP,,546.80,4.4,5,Windows 10,,15.6 in,1.00 x 1.00 x 1.00 Inches,1 TB,Intel Core i3,2.4 GHz,8 GB
266,"Lenovo Thinkpad X240 TOUCH HD 12.5"" Intel Core i5 4300U (1.9GHz-2.9GHz) 8GB Memory 256GB SSD Webcam Backlit Keyboard Bluetooth Windows 10 Professional Touchscreen Laptop (Refurbished)",Lenovo,X240,450.98,0,0,"Windows 10 Professional, Windows 10",,12.5 in,8.15 x 12.01 x 0.79 Inches,256 GB,Intel Core i5,1.9 GHz,8 GB
267,"Dell Latitude 11- 3190 2-IN-1 Pentium Quad-Core N5000 1.1GHz, 4GB,128GB M.2 SSD, 11.6"" GORILLA TOUCHSCREEN Wi-Fi + BT WIN10 Pro, Webcam (Re-certified)",Dell,11-3190,299.00,0,0,windows 10 Professional,,11.6 in,,128 GB,Intel Pentium Quad-Core,1.1 GHz,4 GB
268,"Microsoft Surface Laptop 2 13.5"" Intel Core i5 8GB RAM 256GB SSD (Latest Model) Burgundy  -  i5-8250U - Quad-core - 6MB SmartCache - 8th Generation - LPDDR3 Memory Technology - Touchscreen - UHD",Microsoft,LQN-00024,829.00,0,0,Windows 10,14.5 h,13.50 Inches,2.00 x 10.00 x 13.00 Inches,0 GB,Intel i5-8250U,1.6 Gigahertz,0 Gigabytes
269,"HP Pavilion x360 Convertible 14-cd1075nr, 14"", Core i5-8265U, Intel UHD Graphics 620, 1TB HDD, 8GB Memory, 5YH18UA#ABA",HP,14-CD1075NR,629.99,5,2,Windows 10,9.00 h,14.00 in,,1.00 TB,Intel Core i5,1.60 GHz,8.00 GB
270,Microsoft Surface Book CR9-00013 Tablet Computer,Microsoft,Book,584.99,0,0,Windows 10,12 hours,"13.5""",9.10 x 12.30 x 0.90 Inches,128 GB,Intel Core i5,2.40 GHz,8 GB
271,"HP - 2-in-1 14"" Touch-Screen Chromebook - Intel Core i3 - 8GB Memory - 64GB eMMC Flash Memory - HP Finish In Ceramic White And Cloud Blue Touchscreen Laptop Notebook 14-DA0011DX",HP,14-DA0011DX,533.48,0,0,Chrome OS,,"14\""",,,,,
272,"HP - Spectre Folio Leather 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Cognac Brown Notebook Tablet PC Computer 13-AK0013DX",HP,13-ak0013dx,979.00,0,0,Windows 10,18.3 h,"13.3""",9.20 x 12.60 x 0.60 Inches,256 GB,Intel Core i7,1.50 GHz,8 GB
273,Dell Chromebook 11 3189,Dell,2NN30,333.00,3,6,Chrome OS,10 Hours,"11.6""",17.00 x 3.00 x 11.00 Inches,16 GB,Intel Celeron,1.6 GHz,4 GB
274,"Refurbished Lenovo Flex 5 2-in-1 Laptop, 10-point Multitouch TouchScreen 15.6"" FHD (1920 x 1080) Touchscreen, Intel Quad Core i7-8550U, 16GB RAM, 512 GB SSD, NVIDIA 940MX, Win 10",Lenovo,Lenovo Flex 5,679.00,0,0,Windows 10 Home 64bit,,15.60 in,,512.00 GB,Intel Core i7 8th Gen.,1.80 GHz,16.00 GB
275,"Lenovo IdeaPad Flex 5-1470 81C9000DUS 14"" LCD 2 in 1 Notebook - Intel Core i5 (8th Gen) i5-8250U Quad-core (4 Core) 1.6GHz - 8GB DDR4 SDRAM - 256GB SSD - Windows 10 Home",Lenovo,81C9000DUS,808.00,0,0,Windows 10,10.50 h,14.00 in,9.00 x 12.90 x 3.00 Inches,256.00 GB,Intel Core i5,1.60 GHz,8.00 GB
276,"HP Spectre x360 - 13t Home and Business Laptop (Intel i7-8565U 4-Core, 16GB RAM, 512GB SSD, 13.3"" Touch Full HD (1920x1080), Intel UHD 620, Active Pen, Fingerprint, Wifi, Bluetooth, Win 10 Home)",HP,Spectre x360 - 13t,1399.00,0,0,Windows 10,,13.30 in,,,Intel core i7-8565U,1.8 GHz,16.00 GB
277,"Visual Land 13.3"" IPS QuadCore 2-In-1 Tablet - 64GB includes Docking Keyboard Case - Android 5.1 Lollipop",Visual Land,ME13QKC64BLK,292.63,2.8,5,Amdroid 5.1 Lollipop,8 hours,"13.3""",17.63 x 9.88 x 1.75 Inches,,,,
278,Hewlett Packard 5XK97UA#ABA Hp Envy X360 15m-dr0012dx Convertible,HP,5XK97UA#ABA,907.28,0,0,Windows 10,,"15.60""",,512.00 GB,Intel i7-8565U,1.80 GHz,8.00 GB
279,"Dell Inspiron 11 3185 2-in-1 Laptop, 11.6"", AMD A9, 4GB 2400MHz DDR4, 500 GB HDD, Integrated Graphics, Windows 10",Dell,i3185-A784GRY,340.54,3.4,1293,Windows 10,,"11.60""",16.10 x 3.07 x 10.43 Inches,500.00 GB,AMD A9,2.40 GHz,4.00 GB
280,"Acer - R 11 CB5-132T-C8ZW 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - WhiteLaptop Notebook PC Computer Touchscreen",Acer,118739,218.23,1.5,2,Chrome OS,10 h,11.6 in,11.60 x 8.00 x 0.80 Inches,16 GB,Intel Celeron,1.60 GHz,4 GB
281,"Lenovo 100e Chromebook 2nd Gen, 11.6"", MediaTek™ 8173C 2.10GHz, 4GB LPDDR3 RAM, 32GB eMMC, Chrome OS",Lenovo,,226.85,5,3,Chrome OS,,"11.6""",,32 GB,MediaTek™ 8173C (2.10GHz),2.10 GHz,4 GB
282,Refurbished HP Chromebook 11 G4 11.6 Chromebook - Intel Celeron N2840 Dual-core (2 Core) 2.16 GHz - Black P0B79UT#ABA,HP,11 G4,78.99,0,0,Chrome OS,,"11.6""",,,Intel Celeron,2.16 GHz,2 GB
283,"Asus Chromebook Flip C302CA-DHM4 12.5"" Touchscreen LCD 2 in 1 Chromebook",ASUS,C302CA-DHM4,619.86,4.5,16,Chrome OS,10 h,"12.5""",8.30 x 12.00 x 0.59 Inches,64 GB,Intel Core m3 - 6th Generation,900 GHz,4 GB
284,"HP Chromebook - 14-ca030nr, 14 in, 16 GB eMMC, Chrome OS (Certified Refurbished)",HP,14-AK041DX,173.63,0,0,Chrome OS,,14 in,,16 GB,Intel Celeron,2.16 GHz,4 GB
285,"HP 14A G5 14"" Chromebook - AMD A4-9120C - 4GB RAM - 16GB Flash Memory - Radeon R4 Graphics",HP,7CZ87UT#ABA,317.29,5,2,Chrome OS,9.00 h,14.00 in,8.90 x 13.30 x 0.70 Inches,16.00 GB,AMD A4,1.60 GHz,4.00 GB
286,"Refurbished Acer CB3-431-C5FM 14"" Chromebook, Chrome, Intel Celeron N3160 Processor, 4GB RAM, 32GB Solid State Drive",Acer,CB3-431-C5FM-US,149.99,5,3,Chrome OS,8 hours,"14""",19.00 x 14.00 x 3.00 Inches,32 GB,Intel Celeron,1.60 GHz,4 GB
287,"HP 12-F014DX Laptop Notebook Tablet -in-1 12.3"" Touch-Screen Chromebook - Intel Core M - 4GB Memory - 32GB eMMC Flash Memory - HP Matte Finish In Ceramic White And Oxford Blue",HP,3PH11UAB07D6FN5RJ,519.00,0,0,Chrome OS,,12.3 in,,,,,4 GB
288,"Acer CB515-1H-C3MD 15.6"" Chromebook - Celeron N3350 - 4GB RAM - 32GB Flash Memory - Intel HD Graphics 500 - Pure Silver",Acer,NX.GP0AA.001,479.76,0,0,Chrome OS,14.00 h,"15.60""",10.10 x 14.90 x 3.00 Inches,32.00 GB,Intel Celeron,1.10 GHz,4.00 GB
289,"Refurbished Lenovo N22 80SF 11.6"" Chromebook Laptop Intel Celeron 1.6GHz Dual Core 4GB 16GB",Lenovo,Chromebook N22-20,79.39,4,9,Chrome OS,10 h,11.6 in,,16 GB,Intel Celeron,1.60 Hz,4 GB
290,"Refurbished Dell Black 15.6"" Latitude E6530 WA5-0853 Laptop PC with Intel Core i7-3520M Processor, 16GB Memory, 256GB Solid State Drive and Windows 10 Pro",Dell,E6530,349.99,3.4,5,Windows 10,30 minutes,"15.6""",15.10 x 1.30 x 10.20 Inches,256  GB,Intel Core i7,2.90 GHz,16 GB
291,"HP 15-bp152wm 15.6"" FHD Touchscreen Laptop, Intel i7-8550U, 4GB SDRAM, 16GB RAM, 1TB HDD, Ash Silver",HP,15-bp152wm,659.88,3.6,9,Windows 10,8.00 h,15.6 in,,1 TB,Intel Core i7 - 8th Generation,1.8 GHz,4 GB
292,"New ! Dell Inspiron i3583 15.6"" HD Touch-Screen Laptop - Intel i5-8265U - 8GB DDR4-256GB SSD - Windows 10 - Wireless-AC - Bluetooth, SD Card Reader, HDMI & USB 3.1 -Waves MaxxAudio Pro- Black",Dell,i3583-3756blk,499.99,0,0,Windows 10,,"15.6""",,256 GB,Intel Core i5,16 GHz,8 GB
293,"Omen by HP 15.6"" Gaming Laptop, Intel Core i7-9750H, NVIDIA GeForce GTX 1660 Ti 6GB, 16GB RAM, 256GB SSD, 15-dc1058wm",HP,15-dc1058wm,1320.99,4.8,36,Windows 10,6.25 h,"15.6""",,256 GB,Intel Core i7-9750H,2.6 GHz,16 GB
294,"Refurbished Dell 14"" Latitude E5420 Laptop PC with Intel Core i5 Processor, 6GB Memory, 500GB Hard Drive and Windows 10 Home",Latitude,E5420,172.99,4,10,Windows 10,,"14.0""",13.80 x 1.18 x 9.50 Inches,500 GB,Intel Core i5,2.50 GHz,6 GB
295,"HP ProBook 450 G6 15.6"" LCD Notebook - Intel Core i5 (8th Gen) i5-8265U Quad-core (4 Core) 1.6GHz - 4GB DDR4 SDRAM - 500GB HDD - 16GB SSD - Windows 10 Pro 64-bit - 1366 x 768 - Natural Silver",HP,6DH95UT,788.42,0,0,Windows 10,,15.60 in,19.00 x 12.00 x 3.00 Inches,500.00 GB,Intel Core i5,1.60 GHz,4.00 GB
296,"Refurbished Lenovo Black 14"" T430 WA5-1090 Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 256GB Solid State Drive and Windows 10 Pro",Lenovo,T430,172.90,3.9,8,Windows 10,,"14.0""",13.40 x 1.20 x 9.10 Inches,256 GB,Intel Core i5,2.60 GHz,8 GB
297,"Refurbished Dell Latitude E5540 15.6"" Laptop, Windows 10 Pro, Intel Core i5-4200U Processor, 8GB RAM, 320GB Hard Drive",Dell,E5540,243.96,3.9,11,Windows 10,1 hour,"15.6""",14.90 x 1.20 x 9.90 Inches,320 GB,Intel Core i5 - 4th Generation,1.60 GHz,8 GB
298,"HP 14-cm0020nr Jet Black Notebook, 14"", AMD A4-9125, AMD Radeon R3 Graphics, 500GB HDD, 4GB Memory, 5TW16UA#ABA",HP,14-CM0020NR,309.12,4.7,3,Windows 10,10 Hours,14.00 in,21.00 x 3.00 x 13.00 Inches,500.00 GB,AMD A4-9125,2.30 GHz,4.00 GB
299,"Microsoft Surface Laptop 3, 13.5"" Touch-Screen, Intel Core i5-1035G7, 8GB Memory, 256GB SSD, Iris Plus Graphic 950, Windows 10 Home, Platinum with Alcantara, V4C-00001",Microsoft,V4C-00001,999.00,0,0,Windows 10,11.50 Hour,"13.5"", \""",8.80 x 12.10 x 0.60 Inches,256 GB,Intel i5-1035G7,1.20 GHz,8 GB
300,"Refurbished Dell 15.6"" Latitude E6520 Laptop PC with Intel Core i5-2520M Processor, 8GB Memory, 128GB Solid State Drive and Windows 10 Pro",Latitude,E6520,177.96,3.7,7,Windows 10,30 minutes,"15.6""",15.10 x 1.30 x 10.20 Inches,128 GB,Intel Core i5,2.50 GHz,8 GB
301,"Refurbished HP 11-v020wm 11.6"" Chromebook, Touchscreen, Chrome, Intel Celeron N3060 Processor, 4GB RAM, 16GB eMMC Drive",HP,RB11-v020wm,133.00,4,33,Chrome OS,11 hours 30 minutes,"11.6""",10.24 x 2.72 x 17.13 Inches,16 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",4 GB
302,"Dell XPS 13 9380 Touchscreen Laptop, 13.3"", Intel Core i7-8565U, 8GB RAM, 256GB SSD, Intel UHD Graphics 620, XPS9380-7660SLV-PUS",Dell,XPS9380-7660SLV-PUS,1259.53,4.1,1851,Windows 10 Home 64-bit English,,13.3 in,7.80 x 11.90 x 0.50 Inches,256 GB,Intel Core i7-8565U,4.6 GHz,8 GB
303,"Refurbished Dell E6440 14"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 500GB Hard Drive",Dell,E6440,179.93,4.7,3,Windows 10,1 hour,"14""",13.30 x 1.25 x 9.20 Inches,500 GB,Intel Core i5 - 4th Generation,2.60 GHz,8 GB
304,"HP 14 Laptop, Intel Core i5-1035G1, 8GB SDRAM, 256GB SSD + 16GB Intel Optane memory, Natural Silver, 14-dq1039wm",HP,14-dq1039wm,487.99,3.8,52,Windows 10,,"14""",,256 GB,Intel Core i5-1035G1,1 GHz,8 GB
305,"HP Elitebook 840 G3 14"" FHD, Intel Core i5, 8GB, 256GB SSD",HP,EliteBook 840 G3,479.99,3.5,4,Windows 10 Pro 64,13.50 h,14.00 in,9.30 x 13.30 x 3.00 Inches,256 GB,Intel Core i5,2.4 GHz,8 GB
306,"Tanoshi 2-in-1 Kids Computer a Laptop for Ages 6-12, 10.1"" HD Touchscreen Display (Pink or Blue)",Tanoshi,,189.99,4.6,9,,,"10.1\""",,,,,
307,"HP EliteBook 8570P Laptop 15.6"" i5 3320M 2.6GHZ 8GB 320GB Win 10 NWC",HP,HP8570PNWC8320-W10,299.00,5,1,Windows 10 Professional,7 h,"15.6""",,320 GB,Intel Core i5 Dual Core 3320M,2.6 GHz,8 GB
308,"HP 15-DY1010NR Laptop, 15.6'', Intel Core i3-1005, Intel UHD Graphics, 128GB SSD Storage, 4GB RAM, 15-DY1010NR",HP,7NW36UA#ABA,449.99,0,0,Windows 10 S,12.5 hours,"15.6""",9.50 x 14.10 x 0.70 Inches,128 GB,Intel Core i3-1005,1.7 GHz,4 GB
309,Refurbished Apple MacBook Pro 13.3-Inch Laptop MD101LL/A 2.5GHz / 500GB Hard Drive / 8GB DDR3 Memory,Apple,MD101LL/A,449.88,0,0,High Sierra,,"13.3""",,500 GB,Intel Core i5,2.5 GHz,8 GB
310,"OMEN X 2S Laptop |15.6""|Intel i7 9th Gen|NVIDIA 2080|16 GB RAM|1 TB SSD",HP,OMEN X by HP 2S 15-dg0024nr,2249.99,4.7,3,Windows 10 Home 64,4 h,"0""",,1 TB,Intel Core i7-9750H,2.6 GHz,16 GB
311,"MSI GE75 Raider-287 GE75287 Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 32GB RAM, 7.6TB SATA SSD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2060, Wifi, Bluetooth, Webcam, Win 10 Pro)",MSI,GE75 Raider-287,3799.00,0,0,Windows 10,,17.30 in,,,Intel core i7-9750H,2.60 GHz,32.00 GB
312,"ASUS ROG Zephyrus G (2019) 15"" Gaming Laptop, AMD Ryzen R7-3750H, NVIDIA GeForce GTX 1660Ti, 8GB RAM, 512GB SSD, GA502DU-PB73",ASUS,GA502DUPB73,1099.99,5,1,"Windows 10 (64bit), Windows 10",,"15.6""",,512 GB,AMD Ryzen 7-3750H,2.3 GHz,8 GB
313,"New 2018 Dell XPS 15 9570 Gaming Laptop with 8th Gen i7-8750H 6 core NVIDIA GTX 1050Ti 4GB GDDR5 15.6"" 4K UHD Anti-Reflective Touch Thunderbolt Windows 10 Pro",XPS,Dell XPS 15 9570,2639.99,0,0,Windows 10,,15.6 in,,1 TB,Intel Core i7,4 GHz,32 GB
314,"ASUS ROG Laptop 17.3, Intel Core i7-9750H 2.6GHz, NVIDIA GeForce RTX 2060 GDDR6 6GB, 512GB PCIE SSD, 16GB DDR4 RAM, GX701GV-PB74",ASUS,GX701GV-PB74,2607.55,0,0,"Windows 10 (64bit), Windows 10",,17.3 in,10.70 x 15.70 x 0.70 Inches,512.00 GB,"Intel Core i7, Intel Core i7-9750H",2.60 GHz,16.00 GB
